"COU","Country","ISIC","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FRA","France","SECWAS_CAP","Total waste per capita","2008","2008",,,"0","Units",,,5379.465,,
"FRA","France","SECWAS_CAP","Total waste per capita","2010","2010",,,"0","Units",,,5481.92,,
"FRA","France","SECWAS_CAP","Total waste per capita","2012","2012",,,"0","Units",,,5270.889,,
"FRA","France","SECWAS_CAP","Total waste per capita","2014","2014",,,"0","Units",,,4895.584,,
"FRA","France","SECWAS_CAP","Total waste per capita","2016","2016",,,"0","Units",,,4838.69,,
"FRA","France","SECWAS_CAP","Total waste per capita","2018","2018",,,"0","Units",,,5105.076,,
"FRA","France","CONS_CAP","Waste from construction sector per capita","2010","2010",,,"0","Units",,,4024.767,,
"FRA","France","CONS_CAP","Waste from construction sector per capita","2012","2012",,,"0","Units",,,3772.032,,
"FRA","France","CONS_CAP","Waste from construction sector per capita","2014","2014",,,"0","Units",,,3434.16,,
"FRA","France","CONS_CAP","Waste from construction sector per capita","2016","2016",,,"0","Units",,,3364.204,,
"FRA","France","CONS_CAP","Waste from construction sector per capita","2018","2018",,,"0","Units",,,3581.516,,
"FRA","France","CONS_GDP","Waste from construction sector per unit of GDP","2004","2004",,,"0","Units",,,95.284,,
"FRA","France","CONS_GDP","Waste from construction sector per unit of GDP","2006","2006",,,"0","Units",,,98.135,,
"FRA","France","CONS_GDP","Waste from construction sector per unit of GDP","2008","2008",,,"0","Units",,,107.304,,
"FRA","France","CONS_GDP","Waste from construction sector per unit of GDP","2010","2010",,,"0","Units",,,111.672,,
"FRA","France","CONS_GDP","Waste from construction sector per unit of GDP","2012","2012",,,"0","Units",,,103.087,,
"FRA","France","CONS_GDP","Waste from construction sector per unit of GDP","2014","2014",,,"0","Units",,,93.666,,
"FRA","France","CONS_GDP","Waste from construction sector per unit of GDP","2016","2016",,,"0","Units",,,90.255,,
"FRA","France","CONS_GDP","Waste from construction sector per unit of GDP","2018","2018",,,"0","Units",,,83.917,,
"FRA","France","SECWAS_GDP","Total waste per unit of GDP","2004","2004",,,"0","Units",,,134.542,,
"FRA","France","SECWAS_GDP","Total waste per unit of GDP","2006","2006",,,"0","Units",,,136.023,,
"FRA","France","SECWAS_GDP","Total waste per unit of GDP","2008","2008",,,"0","Units",,,146.337,,
"FRA","France","SECWAS_GDP","Total waste per unit of GDP","2010","2010",,,"0","Units",,,152.102,,
"FRA","France","SECWAS_GDP","Total waste per unit of GDP","2012","2012",,,"0","Units",,,144.05,,
"FRA","France","SECWAS_GDP","Total waste per unit of GDP","2014","2014",,,"0","Units",,,133.526,,
"FRA","France","SECWAS_GDP","Total waste per unit of GDP","2016","2016",,,"0","Units",,,130.13,,
"FRA","France","SECWAS_GDP","Total waste per unit of GDP","2018","2018",,,"0","Units",,,132.7,,
"DEU","Germany","SECWAS_CAP","Total waste per capita","2004","2004",,,"0","Units",,,4411.517,,
"DEU","Germany","SECWAS_CAP","Total waste per capita","2006","2006",,,"0","Units",,,4416.142,,
"DEU","Germany","SECWAS_CAP","Total waste per capita","2008","2008",,,"0","Units",,,4540.201,,
"DEU","Germany","SECWAS_CAP","Total waste per capita","2010","2010",,,"0","Units",,,4445.569,,
"DEU","Germany","SECWAS_CAP","Total waste per capita","2012","2012",,,"0","Units",,,4575.921,,
"DEU","Germany","SECWAS_CAP","Total waste per capita","2014","2014",,,"0","Units",,,4785.038,,
"DEU","Germany","SECWAS_CAP","Total waste per capita","2016","2016",,,"0","Units",,,4858.265,,
"DEU","Germany","SECWAS_CAP","Total waste per capita","2018","2018",,,"0","Units",,,4891.379,,
"DEU","Germany","CONS_CAP","Waste from construction sector per capita","2010","2010",,,"0","Units",,,2335.456,,
"DEU","Germany","CONS_CAP","Waste from construction sector per capita","2012","2012",,,"0","Units",,,2445.88,,
"DEU","Germany","CONS_CAP","Waste from construction sector per capita","2014","2014",,,"0","Units",,,2536.582,,
"DEU","Germany","CONS_CAP","Waste from construction sector per capita","2016","2016",,,"0","Units",,,2667.934,,
"DEU","Germany","CONS_CAP","Waste from construction sector per capita","2018","2018",,,"0","Units",,,2706.538,,
"DEU","Germany","CONS_GDP","Waste from construction sector per unit of GDP","2004","2004",,,"0","Units",,,64.008,,
"DEU","Germany","CONS_GDP","Waste from construction sector per unit of GDP","2006","2006",,,"0","Units",,,62.882,,
"DEU","Germany","CONS_GDP","Waste from construction sector per unit of GDP","2008","2008",,,"0","Units",,,60.45,,
"DEU","Germany","CONS_GDP","Waste from construction sector per unit of GDP","2010","2010",,,"0","Units",,,59.597,,
"DEU","Germany","CONS_GDP","Waste from construction sector per unit of GDP","2012","2012",,,"0","Units",,,58.927,,
"DEU","Germany","CONS_GDP","Waste from construction sector per unit of GDP","2014","2014",,,"0","Units",,,59.93,,
"DEU","Germany","CONS_GDP","Waste from construction sector per unit of GDP","2016","2016",,,"0","Units",,,61.619,,
"DEU","Germany","CONS_GDP","Waste from construction sector per unit of GDP","2018","2018",,,"0","Units",,,54.304,,
"DEU","Germany","SECWAS_GDP","Total waste per unit of GDP","2004","2004",,,"0","Units",,,121.633,,
"DEU","Germany","SECWAS_GDP","Total waste per unit of GDP","2006","2006",,,"0","Units",,,116.394,,
"DEU","Germany","SECWAS_GDP","Total waste per unit of GDP","2008","2008",,,"0","Units",,,114.274,,
"DEU","Germany","SECWAS_GDP","Total waste per unit of GDP","2010","2010",,,"0","Units",,,113.444,,
"DEU","Germany","SECWAS_GDP","Total waste per unit of GDP","2012","2012",,,"0","Units",,,110.244,,
"DEU","Germany","SECWAS_GDP","Total waste per unit of GDP","2014","2014",,,"0","Units",,,113.052,,
"DEU","Germany","SECWAS_GDP","Total waste per unit of GDP","2016","2016",,,"0","Units",,,112.207,,
"DEU","Germany","SECWAS_GDP","Total waste per unit of GDP","2018","2018",,,"0","Units",,,109.723,,
"GRC","Greece","SECWAS_CAP","Total waste per capita","2004","2004",,,"0","Units",,,3043.955,,
"GRC","Greece","SECWAS_CAP","Total waste per capita","2006","2006",,,"0","Units",,,4657.255,,
"GRC","Greece","SECWAS_CAP","Total waste per capita","2008","2008",,,"0","Units",,,6196.512,,
"GRC","Greece","SECWAS_CAP","Total waste per capita","2010","2010",,,"0","Units",,,6333.111,,
"GRC","Greece","SECWAS_CAP","Total waste per capita","2012","2012",,,"0","Units",,,6548.503,,
"GRC","Greece","SECWAS_CAP","Total waste per capita","2014","2014",,,"0","Units",,,6404.353,,
"GRC","Greece","SECWAS_CAP","Total waste per capita","2016","2016",,,"0","Units",,,6712.377,,
"GRC","Greece","SECWAS_CAP","Total waste per capita","2018","2018",,,"0","Units",,,4247.938,"E","Estimated value"
"GRC","Greece","CONS_CAP","Waste from construction sector per capita","2010","2010",,,"0","Units",,,187.574,,
"GRC","Greece","CONS_CAP","Waste from construction sector per capita","2012","2012",,,"0","Units",,,73.564,,
"GRC","Greece","CONS_CAP","Waste from construction sector per capita","2014","2014",,,"0","Units",,,44.067,,
"GRC","Greece","CONS_CAP","Waste from construction sector per capita","2016","2016",,,"0","Units",,,56.666,,
"GRC","Greece","CONS_CAP","Waste from construction sector per capita","2018","2018",,,"0","Units",,,213.014,,
"GRC","Greece","CONS_GDP","Waste from construction sector per unit of GDP","2004","2004",,,"0","Units",,,10.507,,
"GRC","Greece","CONS_GDP","Waste from construction sector per unit of GDP","2006","2006",,,"0","Units",,,20.311,,
"GRC","Greece","CONS_GDP","Waste from construction sector per unit of GDP","2008","2008",,,"0","Units",,,19.73,,
"GRC","Greece","CONS_GDP","Waste from construction sector per unit of GDP","2010","2010",,,"0","Units",,,6.664,,
"GRC","Greece","CONS_GDP","Waste from construction sector per unit of GDP","2012","2012",,,"0","Units",,,3.081,,
"GRC","Greece","CONS_GDP","Waste from construction sector per unit of GDP","2014","2014",,,"0","Units",,,1.867,,
"GRC","Greece","CONS_GDP","Waste from construction sector per unit of GDP","2016","2016",,,"0","Units",,,2.122,,
"GRC","Greece","CONS_GDP","Waste from construction sector per unit of GDP","2018","2018",,,"0","Units",,,7.723,,
"GRC","Greece","SECWAS_GDP","Total waste per unit of GDP","2004","2004",,,"0","Units",,,105.412,,
"GRC","Greece","SECWAS_GDP","Total waste per unit of GDP","2006","2006",,,"0","Units",,,152.646,,
"GRC","Greece","SECWAS_GDP","Total waste per unit of GDP","2008","2008",,,"0","Units",,,198.349,,
"GRC","Greece","SECWAS_GDP","Total waste per unit of GDP","2010","2010",,,"0","Units",,,224.99,,
"GRC","Greece","SECWAS_GDP","Total waste per unit of GDP","2012","2012",,,"0","Units",,,274.291,,
"GRC","Greece","SECWAS_GDP","Total waste per unit of GDP","2014","2014",,,"0","Units",,,271.401,,
"GRC","Greece","SECWAS_GDP","Total waste per unit of GDP","2016","2016",,,"0","Units",,,283.192,,
"GRC","Greece","SECWAS_GDP","Total waste per unit of GDP","2018","2018",,,"0","Units",,,172.207,"E","Estimated value"
"HUN","Hungary","SECWAS_CAP","Total waste per capita","2004","2004",,,"0","Units",,,2439.95,"E","Estimated value"
"HUN","Hungary","SECWAS_CAP","Total waste per capita","2006","2006",,,"0","Units",,,2212.953,"E","Estimated value"
"HUN","Hungary","SECWAS_CAP","Total waste per capita","2008","2008",,,"0","Units",,,1688.472,"E","Estimated value"
"HUN","Hungary","SECWAS_CAP","Total waste per capita","2010","2010",,,"0","Units",,,1673.539,,
"HUN","Hungary","SECWAS_CAP","Total waste per capita","2012","2012",,,"0","Units",,,1644.108,,
"HUN","Hungary","SECWAS_CAP","Total waste per capita","2014","2014",,,"0","Units",,,1687.599,,
"HUN","Hungary","SECWAS_CAP","Total waste per capita","2016","2016",,,"0","Units",,,1624.01,,
"HUN","Hungary","SECWAS_CAP","Total waste per capita","2018","2018",,,"0","Units",,,1879.133,,
"HUN","Hungary","CONS_CAP","Waste from construction sector per capita","2010","2010",,,"0","Units",,,407.034,,
"HUN","Hungary","CONS_CAP","Waste from construction sector per capita","2012","2012",,,"0","Units",,,405.109,,
"HUN","Hungary","CONS_CAP","Waste from construction sector per capita","2014","2014",,,"0","Units",,,343.511,,
"HUN","Hungary","CONS_CAP","Waste from construction sector per capita","2016","2016",,,"0","Units",,,365.941,,
"HUN","Hungary","CONS_CAP","Waste from construction sector per capita","2018","2018",,,"0","Units",,,624.231,,
"HUN","Hungary","CONS_GDP","Waste from construction sector per unit of GDP","2004","2004",,,"0","Units",,,8.319,,
"HUN","Hungary","CONS_GDP","Waste from construction sector per unit of GDP","2006","2006",,,"0","Units",,,13.464,,
"HUN","Hungary","CONS_GDP","Waste from construction sector per unit of GDP","2008","2008",,,"0","Units",,,14.145,"B","Break"
"HUN","Hungary","CONS_GDP","Waste from construction sector per unit of GDP","2010","2010",,,"0","Units",,,18.901,,
"HUN","Hungary","CONS_GDP","Waste from construction sector per unit of GDP","2012","2012",,,"0","Units",,,18.662,,
"HUN","Hungary","CONS_GDP","Waste from construction sector per unit of GDP","2014","2014",,,"0","Units",,,14.791,,
"HUN","Hungary","CONS_GDP","Waste from construction sector per unit of GDP","2016","2016",,,"0","Units",,,14.8,,
"HUN","Hungary","CONS_GDP","Waste from construction sector per unit of GDP","2018","2018",,,"0","Units",,,20.609,,
"HUN","Hungary","SECWAS_GDP","Total waste per unit of GDP","2004","2004",,,"0","Units",,,118.201,,
"HUN","Hungary","SECWAS_GDP","Total waste per unit of GDP","2006","2006",,,"0","Units",,,98.539,,
"HUN","Hungary","SECWAS_GDP","Total waste per unit of GDP","2008","2008",,,"0","Units",,,73.992,"B","Break"
"HUN","Hungary","SECWAS_GDP","Total waste per unit of GDP","2010","2010",,,"0","Units",,,77.713,,
"HUN","Hungary","SECWAS_GDP","Total waste per unit of GDP","2012","2012",,,"0","Units",,,75.739,,
"HUN","Hungary","SECWAS_GDP","Total waste per unit of GDP","2014","2014",,,"0","Units",,,72.664,,
"HUN","Hungary","SECWAS_GDP","Total waste per unit of GDP","2016","2016",,,"0","Units",,,65.558,,
"HUN","Hungary","SECWAS_GDP","Total waste per unit of GDP","2018","2018",,,"0","Units",,,69.536,,
"ISL","Iceland","SECWAS_CAP","Total waste per capita","2004","2004",,,"0","Units",,,1722.521,,
"ISL","Iceland","SECWAS_CAP","Total waste per capita","2008","2008",,,"0","Units",,,2485.312,,
"ISL","Iceland","SECWAS_CAP","Total waste per capita","2010","2010",,,"0","Units",,,1594.996,,
"ISL","Iceland","SECWAS_CAP","Total waste per capita","2012","2012",,,"0","Units",,,1625.571,,
"ISL","Iceland","SECWAS_CAP","Total waste per capita","2014","2014",,,"0","Units",,,2480.745,,
"ISL","Iceland","SECWAS_CAP","Total waste per capita","2016","2016",,,"0","Units",,,3212.784,,
"ISL","Iceland","SECWAS_CAP","Total waste per capita","2018","2018",,,"0","Units",,,3841.617,,
"ISL","Iceland","CONS_CAP","Waste from construction sector per capita","2010","2010",,,"0","Units",,,38.362,,
"ISL","Iceland","CONS_CAP","Waste from construction sector per capita","2012","2012",,,"0","Units",,,33.227,,
"ISL","Iceland","CONS_CAP","Waste from construction sector per capita","2014","2014",,,"0","Units",,,99.918,,
"ISL","Iceland","CONS_CAP","Waste from construction sector per capita","2016","2016",,,"0","Units",,,129.773,,
"ISL","Iceland","CONS_CAP","Waste from construction sector per capita","2018","2018",,,"0","Units",,,151.567,,
"ISL","Iceland","CONS_GDP","Waste from construction sector per unit of GDP","2004","2004",,,"0","Units",,,1.652,,
"ISL","Iceland","CONS_GDP","Waste from construction sector per unit of GDP","2010","2010",,,"0","Units",,,0.976,"B","Break"
"ISL","Iceland","CONS_GDP","Waste from construction sector per unit of GDP","2012","2012",,,"0","Units",,,0.833,,
"ISL","Iceland","CONS_GDP","Waste from construction sector per unit of GDP","2014","2014",,,"0","Units",,,1.672,,
"ISL","Iceland","CONS_GDP","Waste from construction sector per unit of GDP","2016","2016",,,"0","Units",,,2.784,,
"ISL","Iceland","CONS_GDP","Waste from construction sector per unit of GDP","2018","2018",,,"0","Units",,,2.729,,
"ISL","Iceland","SECWAS_GDP","Total waste per unit of GDP","2004","2004",,,"0","Units",,,44.765,,
"ISL","Iceland","SECWAS_GDP","Total waste per unit of GDP","2008","2008",,,"0","Units",,,55.253,"B","Break"
"ISL","Iceland","SECWAS_GDP","Total waste per unit of GDP","2010","2010",,,"0","Units",,,40.592,,
"ISL","Iceland","SECWAS_GDP","Total waste per unit of GDP","2012","2012",,,"0","Units",,,40.75,,
"ISL","Iceland","SECWAS_GDP","Total waste per unit of GDP","2014","2014",,,"0","Units",,,57.876,,
"ISL","Iceland","SECWAS_GDP","Total waste per unit of GDP","2016","2016",,,"0","Units",,,68.916,,
"ISL","Iceland","SECWAS_GDP","Total waste per unit of GDP","2018","2018",,,"0","Units",,,77.425,,
"IRL","Ireland","SECWAS_CAP","Total waste per capita","2004","2004",,,"0","Units",,,6056.366,,
"IRL","Ireland","SECWAS_CAP","Total waste per capita","2006","2006",,,"0","Units",,,6992.6,"E","Estimated value"
"IRL","Ireland","SECWAS_CAP","Total waste per capita","2008","2008",,,"0","Units",,,5017.273,,
"IRL","Ireland","SECWAS_CAP","Total waste per capita","2010","2010",,,"0","Units",,,4348.764,,
"IRL","Ireland","SECWAS_CAP","Total waste per capita","2012","2012",,,"0","Units",,,2767.492,,
"IRL","Ireland","SECWAS_CAP","Total waste per capita","2014","2014",,,"0","Units",,,3264.886,,
"IRL","Ireland","SECWAS_CAP","Total waste per capita","2016","2016",,,"0","Units",,,3217.93,,
"IRL","Ireland","SECWAS_CAP","Total waste per capita","2018","2018",,,"0","Units",,,2879.703,,
"IRL","Ireland","CONS_CAP","Waste from construction sector per capita","2010","2010",,,"0","Units",,,353.424,,
"IRL","Ireland","CONS_CAP","Waste from construction sector per capita","2012","2012",,,"0","Units",,,246.457,,
"IRL","Ireland","CONS_CAP","Waste from construction sector per capita","2014","2014",,,"0","Units",,,405.603,,
"IRL","Ireland","CONS_CAP","Waste from construction sector per capita","2016","2016",,,"0","Units",,,321.014,,
"IRL","Ireland","CONS_CAP","Waste from construction sector per capita","2018","2018",,,"0","Units",,,391.815,,
"IRL","Ireland","CONS_GDP","Waste from construction sector per unit of GDP","2004","2004",,,"0","Units",,,61.843,,
"IRL","Ireland","CONS_GDP","Waste from construction sector per unit of GDP","2006","2006",,,"0","Units",,,81.94,,
"IRL","Ireland","CONS_GDP","Waste from construction sector per unit of GDP","2008","2008",,,"0","Units",,,66.43,,
"IRL","Ireland","CONS_GDP","Waste from construction sector per unit of GDP","2010","2010",,,"0","Units",,,8.154,"B","Break"
"IRL","Ireland","CONS_GDP","Waste from construction sector per unit of GDP","2012","2012",,,"0","Units",,,5.519,,
"IRL","Ireland","CONS_GDP","Waste from construction sector per unit of GDP","2014","2014",,,"0","Units",,,8.331,,
"IRL","Ireland","CONS_GDP","Waste from construction sector per unit of GDP","2016","2016",,,"0","Units",,,4.594,,
"IRL","Ireland","CONS_GDP","Waste from construction sector per unit of GDP","2018","2018",,,"0","Units",,,4.852,,
"IRL","Ireland","SECWAS_GDP","Total waste per unit of GDP","2004","2004",,,"0","Units",,,134.235,,
"IRL","Ireland","SECWAS_GDP","Total waste per unit of GDP","2006","2006",,,"0","Units",,,146.11,,
"IRL","Ireland","SECWAS_GDP","Total waste per unit of GDP","2008","2008",,,"0","Units",,,110.341,,
"IRL","Ireland","SECWAS_GDP","Total waste per unit of GDP","2010","2010",,,"0","Units",,,100.333,"B","Break"
"IRL","Ireland","SECWAS_GDP","Total waste per unit of GDP","2012","2012",,,"0","Units",,,61.973,,
"IRL","Ireland","SECWAS_GDP","Total waste per unit of GDP","2014","2014",,,"0","Units",,,67.058,,
"IRL","Ireland","SECWAS_GDP","Total waste per unit of GDP","2016","2016",,,"0","Units",,,51.335,,
"IRL","Ireland","SECWAS_GDP","Total waste per unit of GDP","2018","2018",,,"0","Units",,,41.519,,
"ITA","Italy","SECWAS_CAP","Total waste per capita","2004","2004",,,"0","Units",,,2417.612,,
"ITA","Italy","SECWAS_CAP","Total waste per capita","2006","2006",,,"0","Units",,,2654.544,,
"ITA","Italy","SECWAS_CAP","Total waste per capita","2008","2008",,,"0","Units",,,3027.426,,
"ITA","Italy","SECWAS_CAP","Total waste per capita","2010","2010",,,"0","Units",,,2651.775,,
"ITA","Italy","SECWAS_CAP","Total waste per capita","2012","2012",,,"0","Units",,,2565.606,,
"ITA","Italy","SECWAS_CAP","Total waste per capita","2014","2014",,,"0","Units",,,2617.183,,
"ITA","Italy","SECWAS_CAP","Total waste per capita","2016","2016",,,"0","Units",,,2725.23,,
"ITA","Italy","SECWAS_CAP","Total waste per capita","2018","2018",,,"0","Units",,,2880.942,,
"ITA","Italy","CONS_CAP","Waste from construction sector per capita","2010","2010",,,"0","Units",,,990.012,,
"ITA","Italy","CONS_CAP","Waste from construction sector per capita","2012","2012",,,"0","Units",,,877.637,,
"ITA","Italy","CONS_CAP","Waste from construction sector per capita","2014","2014",,,"0","Units",,,851.115,,
"ITA","Italy","CONS_CAP","Waste from construction sector per capita","2016","2016",,,"0","Units",,,903.917,,
"ITA","Italy","CONS_CAP","Waste from construction sector per capita","2018","2018",,,"0","Units",,,1012.273,,
"ITA","Italy","CONS_GDP","Waste from construction sector per unit of GDP","2004","2004",,,"0","Units",,,23.537,,
"ITA","Italy","CONS_GDP","Waste from construction sector per unit of GDP","2006","2006",,,"0","Units",,,24.329,,
"ITA","Italy","CONS_GDP","Waste from construction sector per unit of GDP","2008","2008",,,"0","Units",,,32.296,,
"ITA","Italy","CONS_GDP","Waste from construction sector per unit of GDP","2010","2010",,,"0","Units",,,28.538,,
"ITA","Italy","CONS_GDP","Waste from construction sector per unit of GDP","2012","2012",,,"0","Units",,,26.044,,
"ITA","Italy","CONS_GDP","Waste from construction sector per unit of GDP","2014","2014",,,"0","Units",,,25.727,,
"ITA","Italy","CONS_GDP","Waste from construction sector per unit of GDP","2016","2016",,,"0","Units",,,26.676,,
"ITA","Italy","CONS_GDP","Waste from construction sector per unit of GDP","2018","2018",,,"0","Units",,,26.012,,
"ITA","Italy","SECWAS_GDP","Total waste per unit of GDP","2004","2004",,,"0","Units",,,66.95,,
"ITA","Italy","SECWAS_GDP","Total waste per unit of GDP","2006","2006",,,"0","Units",,,72.093,,
"ITA","Italy","SECWAS_GDP","Total waste per unit of GDP","2008","2008",,,"0","Units",,,83.023,,
"ITA","Italy","SECWAS_GDP","Total waste per unit of GDP","2010","2010",,,"0","Units",,,76.44,,
"ITA","Italy","SECWAS_GDP","Total waste per unit of GDP","2012","2012",,,"0","Units",,,76.136,,
"ITA","Italy","SECWAS_GDP","Total waste per unit of GDP","2014","2014",,,"0","Units",,,79.112,,
"ITA","Italy","SECWAS_GDP","Total waste per unit of GDP","2016","2016",,,"0","Units",,,80.507,,
"ITA","Italy","SECWAS_GDP","Total waste per unit of GDP","2018","2018",,,"0","Units",,,82.555,,
"JPN","Japan","CONS_CAP","Waste from construction sector per capita","1990","1990",,,"0","Units",,,571.374,,
"JPN","Japan","CONS_CAP","Waste from construction sector per capita","1995","1995",,,"0","Units",,,595.107,,
"JPN","Japan","CONS_CAP","Waste from construction sector per capita","2000","2000",,,"0","Units",,,619.577,,
"JPN","Japan","CONS_CAP","Waste from construction sector per capita","2001","2001",,,"0","Units",,,596.263,,
"JPN","Japan","CONS_CAP","Waste from construction sector per capita","2002","2002",,,"0","Units",,,574.777,,
"JPN","Japan","CONS_CAP","Waste from construction sector per capita","2003","2003",,,"0","Units",,,585.717,,
"JPN","Japan","CONS_CAP","Waste from construction sector per capita","2004","2004",,,"0","Units",,,616.637,,
"JPN","Japan","CONS_CAP","Waste from construction sector per capita","2005","2005",,,"0","Units",,,595.872,,
"JPN","Japan","CONS_CAP","Waste from construction sector per capita","2006","2006",,,"0","Units",,,603.741,,
"JPN","Japan","CONS_CAP","Waste from construction sector per capita","2007","2007",,,"0","Units",,,601.222,,
"JPN","Japan","CONS_CAP","Waste from construction sector per capita","2008","2008",,,"0","Units",,,594.879,,
"JPN","Japan","CONS_CAP","Waste from construction sector per capita","2009","2009",,,"0","Units",,,572.828,,
"JPN","Japan","CONS_CAP","Waste from construction sector per capita","2010","2010",,,"0","Units",,,569.548,,
"JPN","Japan","CONS_CAP","Waste from construction sector per capita","2011","2011",,,"0","Units",,,586.736,,
"JPN","Japan","CONS_CAP","Waste from construction sector per capita","2012","2012",,,"0","Units",,,577.184,,
"JPN","Japan","CONS_CAP","Waste from construction sector per capita","2013","2013",,,"0","Units",,,626.166,,
"JPN","Japan","CONS_CAP","Waste from construction sector per capita","2014","2014",,,"0","Units",,,636.77,,
"JPN","Japan","CONS_CAP","Waste from construction sector per capita","2015","2015",,,"0","Units",,,639.488,,
"JPN","Japan","CONS_CAP","Waste from construction sector per capita","2016","2016",,,"0","Units",,,632.067,,
"JPN","Japan","CONS_CAP","Waste from construction sector per capita","2017","2017",,,"0","Units",,,617.289,,
"KOR","Korea","TOTAL_S","Total amounts of waste generated by sector","2015","2015","TONNE","Tonnes","3","Thousands",,,175208,,
"KOR","Korea","TOTAL_S","Total amounts of waste generated by sector","2016","2016","TONNE","Tonnes","3","Thousands",,,180367,,
"KOR","Korea","RES","Sorting residues, secondary waste","2015","2015","TONNE","Tonnes","3","Thousands",,,22557,,
"KOR","Korea","RES","Sorting residues, secondary waste","2016","2016","TONNE","Tonnes","3","Thousands",,,23731,,
"KOR","Korea","CONS_CAP","Waste from construction sector per capita","2000","2000",,,"0","Units",,,606.882,,
"KOR","Korea","CONS_CAP","Waste from construction sector per capita","2001","2001",,,"0","Units",,,830.286,,
"KOR","Korea","CONS_CAP","Waste from construction sector per capita","2002","2002",,,"0","Units",,,913.571,,
"KOR","Korea","CONS_CAP","Waste from construction sector per capita","2003","2003",,,"0","Units",,,1099.82,,
"KOR","Korea","CONS_CAP","Waste from construction sector per capita","2004","2004",,,"0","Units",,,1117.636,,
"KOR","Korea","CONS_CAP","Waste from construction sector per capita","2005","2005",,,"0","Units",,,1011.087,,
"KOR","Korea","CONS_CAP","Waste from construction sector per capita","2006","2006",,,"0","Units",,,1261.854,,
"KOR","Korea","CONS_CAP","Waste from construction sector per capita","2007","2007",,,"0","Units",,,1280.356,,
"KOR","Korea","CONS_CAP","Waste from construction sector per capita","2008","2008",,,"0","Units",,,1309.491,,
"KOR","Korea","CONS_CAP","Waste from construction sector per capita","2009","2009",,,"0","Units",,,1356.625,,
"KOR","Korea","CONS_CAP","Waste from construction sector per capita","2010","2010",,,"0","Units",,,1312.749,,
"KOR","Korea","CONS_CAP","Waste from construction sector per capita","2011","2011",,,"0","Units",,,1367.67,,
"KOR","Korea","CONS_CAP","Waste from construction sector per capita","2012","2012",,,"0","Units",,,1362.108,,
"KOR","Korea","CONS_CAP","Waste from construction sector per capita","2013","2013",,,"0","Units",,,1331.732,,
"KOR","Korea","CONS_CAP","Waste from construction sector per capita","2014","2014",,,"0","Units",,,1338.645,,
"KOR","Korea","CONS_CAP","Waste from construction sector per capita","2015","2015",,,"0","Units",,,1425.199,,
"KOR","Korea","CONS_CAP","Waste from construction sector per capita","2016","2016",,,"0","Units",,,1429.17,,
"KOR","Korea","CONS_CAP","Waste from construction sector per capita","2017","2017",,,"0","Units",,,1419.081,,
"KOR","Korea","CONS_CAP","Waste from construction sector per capita","2018","2018",,,"0","Units",,,1507.701,,
"LUX","Luxembourg","SECWAS_CAP","Total waste per capita","2004","2004",,,"0","Units",,,18152.81,,
"LUX","Luxembourg","SECWAS_CAP","Total waste per capita","2006","2006",,,"0","Units",,,17727.855,,
"LUX","Luxembourg","SECWAS_CAP","Total waste per capita","2008","2008",,,"0","Units",,,19630.007,,
"LUX","Luxembourg","SECWAS_CAP","Total waste per capita","2010","2010",,,"0","Units",,,20596.525,,
"LUX","Luxembourg","SECWAS_CAP","Total waste per capita","2012","2012",,,"0","Units",,,15815.418,,
"LUX","Luxembourg","SECWAS_CAP","Total waste per capita","2014","2014",,,"0","Units",,,12713.424,,
"LUX","Luxembourg","SECWAS_CAP","Total waste per capita","2016","2016",,,"0","Units",,,17362.112,,
"LUX","Luxembourg","SECWAS_CAP","Total waste per capita","2018","2018",,,"0","Units",,,14827.53,,
"LUX","Luxembourg","CONS_CAP","Waste from construction sector per capita","2010","2010",,,"0","Units",,,17490.29,,
"LUX","Luxembourg","CONS_CAP","Waste from construction sector per capita","2012","2012",,,"0","Units",,,13333.545,,
"LUX","Luxembourg","CONS_CAP","Waste from construction sector per capita","2014","2014",,,"0","Units",,,10745.37,,
"LUX","Luxembourg","CONS_CAP","Waste from construction sector per capita","2016","2016",,,"0","Units",,,13049.358,,
"LUX","Luxembourg","CONS_CAP","Waste from construction sector per capita","2018","2018",,,"0","Units",,,12040.575,,
"LUX","Luxembourg","CONS_GDP","Waste from construction sector per unit of GDP","2004","2004",,,"0","Units",,,187.226,,
"LUX","Luxembourg","CONS_GDP","Waste from construction sector per unit of GDP","2006","2006",,,"0","Units",,,167.456,,
"LUX","Luxembourg","CONS_GDP","Waste from construction sector per unit of GDP","2008","2008",,,"0","Units",,,191.383,,
"LUX","Luxembourg","CONS_GDP","Waste from construction sector per unit of GDP","2010","2010",,,"0","Units",,,204.293,"B","Break"
"LUX","Luxembourg","CONS_GDP","Waste from construction sector per unit of GDP","2012","2012",,,"0","Units",,,159.637,,
"LUX","Luxembourg","CONS_GDP","Waste from construction sector per unit of GDP","2014","2014",,,"0","Units",,,124.687,,
"LUX","Luxembourg","CONS_GDP","Waste from construction sector per unit of GDP","2016","2016",,,"0","Units",,,149.226,,
"LUX","Luxembourg","CONS_GDP","Waste from construction sector per unit of GDP","2018","2018",,,"0","Units",,,112.84,,
"LUX","Luxembourg","SECWAS_GDP","Total waste per unit of GDP","2004","2004",,,"0","Units",,,223.055,,
