"","Entity","Year","Energy Type","Energy Consumption"
"730","World",2020,"Traditional biomass",11111
"731","World",2021,"Other renewables",2373.098633
"732","World",2021,"Biofuels",1139.921143
"733","World",2021,"Solar",2701.722168
"734","World",2021,"Wind",4872.094727
"735","World",2021,"Hydropower",11183.22559
"736","World",2021,"Nuclear",7031.339355
"737","World",2021,"Natural gas",40374.60547
"738","World",2021,"Oil",51170.47266
"739","World",2021,"Coal",44473.19531
"740","World",2021,"Traditional biomass",11111
